ROR	parent	child	short_name	canonical_name	Ringgold_id	alt_name	alt_name2	ISNI	Orgref	VIAF	Wikidata	Grid	City	State	Country	URL
05apxxy63		A03506	KAIST	Korea Advanced Institute of Science and Technology	34968	Korea Advanced Institute of Science and Technology	Hanguk Gwahak Gisulwon	0000000122920500	16934		Q39949	grid.37172.30	Daejeon		South Korea	http://kaist.edu
05apxxy63	A03506	A03507	KSA	Korea Science Academy of KAIST	145567	Korea Science Academy of KAIST	Busan Science Academy	0000000404069902	16309932		Q6431709					http://www.ksa.hs.kr
01v7y5b55		A03508	Korea Mar Oc U	Korea Maritime and Ocean University	34969	Korea Maritime and Ocean University	Hanguk Haeyang Daehakgyo	0000000099806151	41531761		Q490746	grid.258690.0	Busan		South Korea	http://www.kmou.ac.kr
016ebag96		A03509	Korea Open U	Korea National Open University	34970	Korea National Open University	Hanguk Bangsong Tongsin Daehakkyo	000000010572011X	5765408	158487833	Q491597	grid.411128.f	Seoul		South Korea	http://www.knou.ac.kr
03c9fpk55		A03510	Korea Natl U Educ	Korea National University of Education	34971			0000000107008652	9803848	146476649	Q484090	grid.440944.9	Cheongju-si		South Korea	http://knue.ac.kr
047dqcg40		A03511	Korea U Seoul	Korea University, Seoul	34973	Korea University	Goryeo Daehakgyo	0000000108402678	1698245	149727103	Q39997	grid.222754.4	Seoul		South Korea	http://www.korea.edu
047dqcg40	A03511	A03512	Sejeong	Korea University, Sejeong	65692	Korea University - Sejeong Campus	Goryeo Daehakgyo Sejeong Kempeoseu	0000000406478953	47000232			grid.222754.4	Seoul		South Korea	
0316ej306		A03513	Weizmann Inst Sci	Weizmann Institute of Science, Israel	34976	Weizmann Institute of Science		0000000406047563	428545		Q4182	grid.13992.30	Rehovot		Israel	http://www.weizmann.ac.il
0316ej306	A03513	A03514	Sci Dep Phy	Weizmann Institute of Science, Department of Physics	407557	Weizmann Institute of Science Faculty of Physics		000000044678527X								
0316ej306	A03513	A11511	Sci Ast Grp	Weizmann Institute of Science, Astrophysics Group	A1511											
0316ej306	A03513	A11512	Ear Plan Sci	Weizmann Institute of Science, Department of Earth and Planetary Sciences	A1512											
01gcnxt20		A03515	Kwangju U	Kwangju University, Korea	34977	Gwangju University	Gwangju Daehakyo	0000000405329921	10319311		Q624374	grid.443795.8	Gwangju		South Korea	
02e9zc863		A03516	Kwangwoon U	Kwangwoon University, Korea	34978	Kwangwoon University	Gwangun Daehakgyo	0000000405330009	4046185	140352534	Q212297	grid.411202.4	Seoul		South Korea	http://www.kw.ac.kr
037pkxm09		A03517	Kyungnam Natl U	Kyungnam National University, Korea	34985	Kyungnam University	Gyeongnam Daehakgyo	0000000107429537				grid.440959.5	Changwon		South Korea	
040c17130		A03518	Kyungpook Natl U	Kyungpook National University, Korea	34986	Kyungpook National University	Gyeongbuk Daehakgyo	0000000106611556	865045	266268572	Q487841	grid.258803.4	Daegu		South Korea	http://www.knu.ac.kr
05h9pgm95		A03519	Kyungsung U	Kyungsung University, Korea	34987	Kyungsung University	Gyeongseong Daehakgyo	0000000405330818	3695521		Q482751	grid.411236.3	Busan		South Korea	http://ks.ac.kr
00v81k483		A03520	Mokpo Natl U	Mokpo National University, Korea	34991	Mokpo National University	Mokpo Daehakgyo	0000000096289654	31588210	142189008	Q482680	grid.411815.8	Muan		South Korea	
04xysgw12		A03521	POSTECH	Pohang University of Science and Technology, Korea	34995	Pohang University of Science and Technology	Pohang Gonggwa Daehakgyo	0000000107424007	1265417	156763372	Q40018	grid.49100.3c	Pohang		South Korea	http://postech.ac.kr
01an57a31		A03522	Pusan Natl U	Pusan National University, Korea	34996	Pusan National University	Busan National University	0000000107198572	3147277	265528010	Q53122	grid.262229.f	Busan		South Korea	http://www.pusan.ac.kr
0433kqc49		A03523	Pukyong Natl U	Pukyong National University, Korea	34998	Pukyong National University	Bu Kyung University	0000000107198994	4377832	123777459	Q482730	grid.412576.3	Busan		South Korea	http://www.pknu.ac.kr/index.do
00aft1q37		A03524	Sejong U Seoul	Sejong University, Seoul, Korea	35006	Sejong University	Sejong Daehakgyo	0000000107276358	28817546	144768237	Q491711	grid.263333.4	Seoul		South Korea	http://www.sejong.ac.kr
00aft1q37	A03524	A11552	Dep Ast	Sejong University, Department of Astronomy	A1552											
01d100w34		A03525	Semyung U	Semyung University, Korea	35007	Semyung University	Semyeong Daehakgyo	000000040533259X				grid.443977.a	Jecheon		South Korea	
05en5nh73		A03526	U Seoul	University of Seoul, Korea	35010	University of Seoul	Seoul City University	0000000085976969	4607874	124392506	Q488334	grid.267134.5	Seoul		South Korea	http://english.uos.ac.kr
056tn4839		A03527	Sogang U	Sogang University, Korea	35014	Sogang University	Sogang Daehakgyo	0000000102865954	2753587	267869496	Q374457	grid.263736.5	Seoul		South Korea	http://wwwe.sogang.ac.kr
017xnm587		A03528	Soongsil U	Soongsil University, Korea	35016	Soongsil University	CAMDRC	0000000405333568	19330735	142813028	Q489331	grid.263765.3	Seoul		South Korea	http://eng.ssu.ac.kr
04q78tk20		A03529	Sung Kyun Kwan U	Sung Kyun Kwan University, Korea	35017	Sungkyunkwan University	Seongyungwan Daehakgyo	000000012181989X	802104	168447926	Q41085	grid.264381.a	Seoul		South Korea	http://www.skku.edu
009e5cd49		A03530	Sun Moon U	Sun Moon University, Korea	35022	SunMoon University	Seonmun Daehakgyo	0000000405334202	9320533		Q488620	grid.412859.3	Asan		South Korea	http://www.sunmoon.ac.kr
03ysk5e42		A03531	Suwon U	Suwon University, Korea	35025	University of Suwon	Suwon Daehakgyo	0000000405334325	5182895	133773872	Q482756	grid.267230.2	Hwaseong-si		South Korea	http://www.suwon.ac.kr
02eqchk86		A03532	Daejeon U	Daejeon University, Korea	35028	Daejeon University	Daejeon Daehakgyo	0000000105235122	1346266	157575606	Q624072	grid.411948.1	Daejeon		South Korea	http://www.dju.ac.kr
02c2f8975		A03533	Ulsan U	Ulsan University, Korea	35029	University of Ulsan	Ulsan Daehakgyo	0000000405334667	10458246	128454966	Q491717	grid.267370.7	Ulsan		South Korea	http://www.ulsan.ac.kr/eng/index.aspx
05yc6p159		A03534	Yeungnam U	Yeungnam University, Korea	35032	Yeungnam University	Yeongnam Daehakgyo	0000000106744447	947595	155369070	Q56148	grid.413028.c	Daegu		South Korea	http://www.yu.ac.kr
002k8gm39		A03535	Vikram U	Vikram University, India	35488	Vikram University		000000012109741X	12359533	262829777	Q7929576	grid.412836.a	Ujjain	Madhya Pradesh	India	http://www.vikramuniv.ac.in
		A03536	BASF	BASF AG, Germany	35521	Abbott GmbH und Co KG Ludwigshafen	BASF AG Bereich Arzneimittel	0000000405384314								
0326v3z14		A03537	Toshiba	Toshiba Co Japan	35742	Kabushiki Kaisha Toshiba	Toshiba Corp	0000000417708232				grid.410825.a	Tokyo		Japan	
01cawbq05		A03538	Qatar Found	Qatar Foundation	36578	Qatar Foundation	Qatar Foundation for Education Science and Community Development	0000000105162170	2071507		Q1575900	grid.418818.c	Doha		Qatar	http://www.qf.org.qa
05v78jy10	A03538	A03539	Env En Res Inst	Qatar Environment and Energy Research Institute	323125	Qatar Environment and Energy Research Institute	QEERI	000000040534331X	47000303			grid.452177.2	Doha		Qatar	
028k5qw24		A03540	Ondokuz Mayis U	Ondokuz Mayis University,  Turkey	37139			0000000405742310	12098780		Q7092215	grid.411049.9	Samsun		Turkey	http://omu.edu.tr/en
		A03541	SDM	Sri Dharmasthala Manjunatheshwara College of Engineering, India	37265	Sri Dharmasthala Manjunatheshwara College of Engineering and Technology	SDM College of Engineering and Technology	000000040572661X	3450687		Q7389469					http://www.sdmcet.ac.in
03v0r5n49		A03542	IIT Madras	Indian Institute of Technology, Madras, India	37268	Indian Institute of Technology Madras	IIT Madras	0000000123151926	6961226	305409208	Q858662	grid.417969.4	Chennai	Tamil Nadu	India	http://www.iitm.ac.in
01pnej532		A03543	U Szeged	University of Szeged, Hungary	37442	Szegedi Tudomanyegyetem	JATE	0000000110169625	1096803	203110244	Q369839	grid.9008.1	Szeged		Hungary	http://www.u-szeged.hu
01pnej532	A03543	A11346	Ast Obs	University of Szeged, Astronomical Observatory	A1346											
01pnej532	A03543	A11347	Baja Ast Obs	Baja Astronomical Observatory, Hungary	A1347											
00rzspn62		A03544	U Malaya	University of Malaya, Malaysia	37447	University of Malaya	King Edward VII College of Medicine	0000000123085949	286853	157100315	Q1142924	grid.10347.31	Kuala Lumpur		Malaysia	http://www.um.edu.my
02e91jd64		A03545	U Putra	University of Putra, Malaysia	37449			000000012231800X	1779258	157072035	Q1458579	grid.11142.37	Seri Kembangan		Malaysia	http://www.upm.edu.my
03tsjvt68		A03546	Akdeniz U	Akdeniz University, Turkey	37502			0000000104286825	12964494		Q282645	grid.446017.0	Podgorica		Montenegro	http://www.unimediteran.net
03tsjvt68	A03546	A11424	Turkish Natl Obs	Turkish National Observatory	A1424											
03je5c526		A03547	Ataturk U	Ataturk University, Turkey	37503			000000010775759X	16287367		Q753778	grid.411445.1	Erzurum		Turkey	http://www.atauni.edu.tr
01wntqw50		A03548	Ankara U	Ankara University, Turkey	37504			0000000109409118	1935462	125099746	Q1060621	grid.7256.6	Ankara	Ankara	Turkey	http://www.ankara.edu.tr
01wntqw50	A03548	A11423	Dep Ast	Ankara University, Department of Astronomy	A1423											
02v9bqx10		A03549	Baskent U	Baskent University, Turkey	37505			0000000114571144	11321206		Q170171	grid.411548.d	Ankara		Turkey	http://www.baskent.edu.tr/english
05wxkj555		A03550	Cukurova U	Cukurova University, Turkey	37506			0000000122713229	1080251		Q272951	grid.98622.37	Adana		Turkey	http://www.cu.edu.tr
0257dtg16		A03551	Dicle U	Dicle University, Turkey	37507			0000000114565625	29449745	125587920	Q130499	grid.411690.b	Diyarbakır		Turkey	http://www.dicle.edu.tr/index.php
00dbd8b73		A03552	Dokuz Eylul U	Dokuz Eylul University, Turkey	37508			0000000121839022	1883223		Q1235258	grid.21200.31	Izmir		Turkey	http://www.deu.edu.tr
02eaafc18		A03553	Ege U	Ege University, Turkey	37509	Ege Universitesi	Ege University	0000000110922592	4911181	155436710	Q1297001	grid.8302.9	Izmir		Turkey	http://www.ege.edu.tr
02eaafc18	A03553	A03554	Dep Ast Sp Sci	Ege University, Department of Astronomy and Space Sciences	322579											
05teb7b63		A03555	Firat U	Firat University, Turkey	37510			0000000405741529	15586142		Q1142874	grid.411320.5	Elâzığ		Turkey	http://www.firat.edu.tr
054xkpr46		A03556	Gazi U	Gazi University, Turkey	37511			0000000121697132	2485180	139574337	Q1496662	grid.25769.3f	Ankara	Ankara	Turkey	http://www.gazi.edu.tr/?lang=en
020vvc407		A03557	Gaziantep U	Gaziantep University, Turkey	37512			0000000107049315	5290235		Q1496654	grid.411549.c	Gaziantep		Turkey	http://www.gantep.edu.tr/en
04kwvgz42		A03558	Hacettepe U	Hacettepe University, Turkey	37515			0000000123427339	1120186	268374936	Q1567050	grid.14442.37	Ankara	Ankara	Turkey	http://www.hacettepe.edu.tr
03a5qrr21		A03559	Istanbul U	Istanbul University, Turkey	37516			0000000121666619	699393	137781900	Q192964	grid.9601.e	Istanbul		Turkey	http://www.istanbul.edu.tr
03gn5cg19		A03560	Kahramanmaras U	Kahramanmaras University, Turkey	37519			0000000405742441	15481545		Q3674402	grid.411741.6	Kahramanmaraş		Turkey	http://www.ksu.edu.tr
04asck240		A03561	Inonu U	Inonu University, Turkey	37520			0000000100241937	5155032		Q343987	grid.411650.7	Malatya		Turkey	https://www.inonu.edu.tr/
00xa0xn82		A03562	Trayka U	Trakya University, Turkey	37521			0000000123426459	13761026	148082863	Q845682	grid.411693.8	Edirne		Turkey	http://www.trakya.edu.tr
03tg3eb07		A03563	Uludag U	Uludag University, Turkey	37523			0000000121824517	13112411		Q3247377	grid.34538.39	Bursa		Turkey	http://www.uludag.edu.tr
03z77qz90		A03564	Tartu U	Tartu University, Estonia	37546			0000000109437661				grid.10939.32	Tartu		Estonia	
028qtbk54		A03565	Shiraz U	Shiraz University, Iran	37551	Shiraz University	University of Shiraz	0000000107451259	1398287		Q2001798	grid.412573.6	Shiraz		Iran	http://shirazu.ac.ir
03a62bv60		A03566	U Malta	University of Malta	37563	University of Malta		0000000121769482	1840561	271637219	Q426045	grid.4462.4	Imsida		Malta	http://www.um.edu.mt
01za8fg18		A03567	Lagos St U	Lagos State University, Nigeria	37568	Lagos State University		0000000107258811	2460904	147853937	Q849611	grid.411276.7	Ikeja		Nigeria	http://www.lasu.edu.ng/
02ntheh91		A03568	IVIC	Venezuelan Institute for Scientific Research	37589			0000000121813287	10124878		Q3152786	grid.418243.8	San Antonio de Los Altos		Venezuela	
04ze6rb18		A03569	U Zimbabwe	University of Zimbabwe	37595	University of Zimbabwe		0000000405720760	343206	134353566	Q581954	grid.13001.33	Harare	Harare	Zimbabwe	http://www.uz.ac.zw
02qnf3n86		A03570	U Brunei	University of Brunei	37597	Universiti Brunei Darussalam	University of Brunei	0000000121701621	10295627	140075894	Q569243	grid.440600.6	Bandar Seri Begawan		Brunei	http://www.ubd.edu.bn
02xf66n48		A03571	U Debrecen	University of Debrecen, Hungary	37599			0000000110888582	3118361	130672608	Q903092	grid.7122.6	Debrecen		Hungary	http://www.unideb.hu/portal/en
006vxbq87	A03571	A11345	MTA Atomki	MTA Atomki, Hungary	A1345			0000000106747808				grid.418861.2	Debrecen		Hungary	
038b8e254		A03572	Addis Ababa U	Addis Ababa University, Ethiopia	37602	Addis Ababa University		0000000112505688	434092	139297410	Q1238770	grid.7123.7	Addis Ababa		Ethiopia	http://aau.edu.et
021e5j056		A03573	Kuwait U	Kuwait University	37603	Kuwait University	KU	0000000112403921	2890302	263219374	Q3273657	grid.411196.a	Kuwait City		Kuwait	http://www.kuniv.edu
00hqkan37		A03574	Lebanese Amer U	Lebanese American University	37607	Lebanese American University	LAU	0000000123245973	1275970	142065912	Q464361	grid.411323.6	Beirut		Lebanon	http://www.lau.edu.lb
04wq8zb47		A03575	SQU	Sultan Qaboos University, Oman	37611	Sultan Qaboos University	SQU	0000000107269430	2307535	150232981	Q1808326	grid.412846.d	Muscat		Oman	http://squ.edu.om
05r8dqr10		A03576	U Rijeka	University of Rijeka, Croatia	37624	Sveuciliste u Rijeci	University of Rijeka	0000000122361630				grid.22939.33	Rijeka		Croatia	
00mv6sv71		A03577	U Zagreb	University of Zagreb, Croatia	37631			0000000106574636				grid.4808.4	Zagreb	Grad Zagreb	Croatia	
00mv6sv71	A03577	A03578	Dep Phy	University of Zagreb, Department of Physics	124259	Sveuciliste u Zagrebu Fizicki odsjek	University of Zagreb Faculty of Science Department of Physics	0000000404060692								
00mv6sv71	A03577	A11337	Hvar Obs	University of Zagreb, Hvar Observatory	A1337											
00mv6sv71	A03577	A13083	Fac Elec Eng Comp	University of Zagreb, Faculty of Electrical Engineering and Computing	A3083											
01g9ty582		A03579	Semmelweis U	Semmelweis University, Hungary	37637	Semmelweis Egyetem	Semmelweis University	0000000109429821	1329574	237049683	Q277681	grid.11804.3c	Budapest		Hungary	http://semmelweis.hu
037b5pv06		A03580	U Pecs	University of Pecs, Hungary	37656			0000000106639479	2519422		Q1187444	grid.9679.1	Pécs		Hungary	http://english.pte.hu
05njb9z20		A03581	U Ljubljana	University of Ljubljana, Slovenia	37663	Univerza v Ljubljani	University of Ljubljana Library	0000000460968726								
05njb9z20	A03581	A03582	Fac Math Phy	University of Ljubljana, Faculty of Mathematics and Physics	172465	Univerza v Ljubljani Fakulteta za matematiko in fiziko	University of Ljubljana Faculty of Mathematics and Physics	0000000403670691								
05060sz93	A03581	A04637	IJS	Jozef Stefan Institute, Ljubljana	61790			0000000107060012	525062		Q5918873	grid.11375.31	Ljubljana		Slovenia	http://www.ijs.si
05njb9z20	A03581	A11340	Ctr Excel SPACE SI	University of Ljubljana, Center of Excellence SPACE SI	A1340											
002yp7f20		A03584	Thammasat U	Thammasat University, Bangkok, Thailand	37698	Thammasat University	TU	0000000419371127	547899	154698847	Q1209733	grid.412434.4	Pathum Thani		Thailand	http://www.tu.ac.th
009xwd568		A03585	U Free St	University of the Free State, Bloemfontein, South Africa	37702	University of the Free State	UFS	000000012284638X	2659218	121871162	Q1678733	grid.412219.d	Bloemfontein		South Africa	http://www.ufs.ac.za
03rp50x72		A03586	U Witwatersrand	University of the Witwatersrand, South Africa	37707	University of the Witwatersrand	Wits University	0000000419371135	320467	159080127	Q534643	grid.11951.3d	Johannesburg		South Africa	http://www.wits.ac.za
03rp50x72	A03586	A03587	Sch Geos	University of the Witwatersrand, School of Geosciences	196583	University of the Witwatersrand School of Geosciences		000000040460205X								
03rp50x72	A03586	A11691	Sch Phy	University of the Witwatersrand, School of Physics	A1691											
03p74gp79		A03588	UCT	University of Cape Town, South Africa	37716	University of Cape Town		0000000419371151	670532	140147605	Q951305	grid.7836.a	Rondebosch		South Africa	http://www.uct.ac.za
03p74gp79	A03588	A03589	Dep Geo Sci	University of Cape Town, Department of Geological Sciences	124263	University of Cape Town Department of Geological Sciences		0000000404060983								
