ROR		parent	child	short_name	canonical_name	Ringgold_id	long_name	URL	ISNI	Wikidata	Grid	?	City	State	Country
			A05098	TYUST	Taiyuan University of Science and Technology, China	117763	Taiyuan University of Science and Technology	Taiyuan Institute of Heavy Machinery	0000000088422953	919254	128576258	Q7676659	grid.440655.6	Taiyuan University of Science and Technology	Taiyuan
			A05099	CAAA	China Academy of Aerospace Aerodynamics	117764	China Academy of Aerospace Aerodynamics	701th Institute of China Aerospace Science and Technology Corporation	0000000417573825						
			A05100	Henan Inst Eng	Henan Institute of Engineering, China	117775									
			A05101	ZZULI	Zhengzhou University of Light Industry, China	117776	Zhengzhou University of Light Industry	zheng zhou qing gong ye xue yuan	0000000104762801	919120	156814947	Q8070785	grid.413080.e	Zhengzhou University of Light Industry	Zhengzhou
			A05102	Chuzhou U	Chuzhou University, China	117788	Chuzhou University	Chuzhou Normal College	0000000417575070	47000081			grid.411671.4	Chuzhou University	Chuzhou
			A05103	Shanxi Datong U	Shanxi Datong University, China	117793	Shanxi Datong University	shan xi da tong da xue	0000000417575302	919267		Q6148696	grid.440639.c	Shanxi Datong University	Datong
			A05104	Hubei U Educ	Hubei University of Education, China	117801	Hubei University of Education		0000000417575919						
			A05105	Hunan Inst Tech	Hunan Institute of Technology, China	117802	Hunan Institute of Technology		000000041757596X				grid.464340.1	Hunan Institute of Technology	Hengyang
			A05106	Nanjing Inst Tech	Nanjing Institute of Technology, China	117813	Nanjing Institute of Technology	Nanjing Advanced Technical School of Electric Power	0000000099891878	46692777		Q10906763	grid.443518.f	Nanjing Institute of Technology	Nanjing
			A05107	Nanjing Aero Inst	Nanjing Aeronautical Institute, China	117816	Naval Aeronautical Engineering Institute	hai jun hang kong gong cheng xue yuan	0000000417576874						
			A05108	QNU	Quanzhou Normal University, China	117823	Quanzhou Normal University	Quanzhou Teacher College	0000000417577252	919040		Q7269117	grid.449406.b	Quanzhou Normal University	Quanzhou
			A05109	HUST	Hanoi University of Science and Technology, Vietnam	118018	Hanoi University of Science and Technology	Hanoi University of Technology	0000000106892458	8786324	133521507	Q3075696	grid.440792.c	Hanoi University of Science and Technology	Hanoi
			A05110	Guangdong Dep Educ	Guangdong Province Department of Education, China	118195	Guangdong Province Department of Education	guang dong sheng jiao yu ting	0000000417588752						
			A05111	XAUST	Xian University of Science and Technology, China	118249	Xi'an University of Science and Technology	xi an ke ji da xue	0000000417590801	34319616	155686456	Q8044029	grid.440720.5	Xi'an University of Science and Technology	Xi'an
			A05112	ZNU	Zhanjiang Normal University, China	118378			0000000417903951	19288416		Q17024978	grid.469319.0	Lingnan Normal University	Zhanjiang
			A05113	XYNU	Xinyang Normal University, China	118397	Xinyang Normal University	Xinyang Teachers' College	0000000096556126	38367772	142622967	Q3896624	grid.463053.7	Xinyang Normal University	Xinyang
			A05114	SUCT	Shenyang University of Chemical Technology, China	118412	Shenyang University of Chemical Technology	shen yang hua gong da xue	0000000096994425	919238	131777911	Q7494347	grid.412564.0	Shenyang University of Chemical Technology	Shenyang
			A05115	HUHST	Hunan University of Humanities Science and Technology, China	118460	Hunan Institute of Humanities Science and Technology		000000041759997X						
			A05116	NIN China	Northwest Institute for Non-Ferrous Metal Research, China	118463	Northwest Institute for Non-ferrous Metal Research	NIN	0000000417600096				grid.464401.3	Northwest Institute For Non-Ferrous Metal Research	Xi'an
			A05117	ZAMG	Central Institute for Meteorology and Geodynamics, Austria	118520			0000000101244013	25933732		Q190033	grid.423520.2	Central Institution for Meteorology and Geodynamics	Vienna
			A05118	WRC Davos	World Radiation Center, Davos, Switzerland	118529	Physikalisch-Meteorologisches Observatorium Davos World Radiation Center	Physical Meteorological Observatory Davos World Radiation Center	0000000404489958						
			A05119	East West U	East West University, Bangladesh	118865	East West University		0000000404516987	3280590	262514423	Q5329668	grid.442996.4	East West University	Dhaka
			A05120	NLSI	Iceland National Land Survey	118966	Landmaelingar Islands	National Land Survey of Iceland	0000000404526974						
			A05121	JKUAT	Jomo Kenyatta University of Agriculture and Technology, Kenya	118985	Jomo Kenyatta University of Agriculture and Technology	JKUAT	0000000091467108	24583051	158462145	Q1702696	grid.411943.a	Jomo Kenyatta University of Agriculture and Technology	Nairobi
			A05122	Kazakh NAS	Kazakhstan National Academy of Sciences	119001			0000000101729977	18441708	246589060	Q1534138	grid.425413.5	National Academy of Sciences of the Republic of Kazakhstan	Almaty
02737yq40	A05122	A11454	Ast Inst	Kazakhstan National Academy of Sciences, Astrophysical Institute	A1454			0000000096863724				grid.486782.7	Fesenkov Astrophysical Institute	Almaty
			A05123	Mongolian Ac Sci	Mongolian Academy of Sciences	119031	Mongolian Academy of Sciences	MAS	0000000405873863	5676837	173627228	Q2105962	grid.425564.4	Mongolian Academy of Sciences	Ulan Bator
			A05124	U Malaysia Perlis	University Malaysia Perlis	119046			0000000093638679				grid.430704.4	Universiti Malaysia Perlis	Kangar
			A05125	UPNG	University of Papua New Guinea	119068	University of Papua New Guinea		000000041937183X						
			A05126	U Nova Gorica	University of Nova Gorica, Slovenia	119110	Univerza v Novi Gorici	Nova Gorica Polytechnic	0000000102126916	10180428	152292256	Q656086	grid.438882.d	University of Nova Gorica	Nova Gorica
			A05127	IFPB	Federal Institute of Education Science and Technology, Paraiba, Brazil	119486			000000009895745X				grid.454344.6	Instituto Federal de Educação Ciência e Tecnologia da Paraíba	João Pessoa
			A05128	IPEN Brazil	Energy and Nuclear Research Institute, Brazil	119500	Instituto de Pesquisas Energeticas e Nucleares	Energy and Nuclear Research Institute	000000012104465X				grid.466806.a	Instituto de Pesquisas Energéticas e Nucleares	São Paulo
			A05129	CEFET MT	Federal Center of Technological Education, Mato Grosso, Brazil	119505			0000000403701312				grid.466834.b	"Instituto Federal de Educação	 Ciência e Tecnologia de Mato Grosso"
			A05130	CEFET PE	Federal Center of Technological Education, Pernambuco, Brazil	119514			0000000403702155				grid.462194.c	Federal Institute of Pernambuco	Recife
			A05131	CEFET SP	Federal Center of Technological Education, Sao Paulo, Brazil	119519			0000000093628972	26909371		Q7665656	grid.456464.1	Federal Institute of São Paulo	São Paulo
			A05132	CEFET GO	Federal Center of Technological Education, Goias, Brazil	119524			0000000404879964				grid.472917.e	Instituto Federal de Goiás	Goiânia
			A05133	CEFET CE	Federal Center of Technological Education, Ceara, Brazil	119526			0000000093526714	47000071	137431711		grid.461960.c	Instituto Federal do Ceará	Fortaleza
			A05134	UFPA	Federal University of Para, Brazil	119542			0000000121715249	37672964	141544035	Q4558480	grid.271300.7	Federal University of Para	Tucuruí
			A05135	Christ U Bangalore	Christ University, Bangalore	119667	Christ University	Christ College	0000000417610390	8215630	138621906	Q5108941	grid.440672.3	Christ University	Bengaluru
			A05136	ARCI	Advanced Research Center for Powder Metallurgy and New Materials, Hydrabad, India	119678	International Advanced Research Centre for Powder Metallurgy and New Materials	ARCI	0000000111355593						
			A05137	NITK	National Institute of Technology Karnataka, India	119680	National Institute of Technology Karnataka	NITK	0000000093983798				grid.444525.6	National Institute of Technology Karnataka	Mangalore
			A05138	METRI KMA	Korea Meteorological Administration	119766	Korea Meteorological Administration	Gisangcheong	0000000100293577				grid.453000.2	Korea Meteorological Administration	Sejong
			A05139	Tokyo City U	Tokyo City University, Japan	119825	Tokyo Toshi Daigaku	Musashi Kogyo Daigaku - Setagaya Gakuen	000000009587793X	14716732	268543478	Q7813855	grid.458395.6	Tokyo City University	Tokyo
		A05139	A05140	Musashi Inst Tech	Musashi Institute of Technology, Tokyo	12957	Tokyo Toshi Daigaku - Yokohama Campus	Musashi Institute of Technology	0000000123000570						
			A05142	CIC Arg	Commission of Scientific Research, Argentina	119969			0000000417623757				grid.452362.4	Comisión de Investigaciones Científicas	La Plata
		A05142	A05143	CIOp	Center of Optical Research, Argentina	119970									
			A05144	AEMET	Spanish State Meteorological Agency	119991			0000000122061937	21111793		Q2826727	grid.425209.8	Agencia Estatal de Meteorología	Madrid
			A05145	INVEMAR	Instituto de Investigaciones Marinas y Costeras, Colombia	120016			0000000121099028	29549283		Q6291683	grid.462422.4	José Benito Vives de Andréis Marine and Coastal Research Institute	Santa Marta
			A05146	Hoch Mannheim	Hochschule Mannheim, Germany	120168	Hochschule Mannheim	Fachhochschule fur Sozialwesen	0000000123531865	14359718	139202944	Q321369	grid.440963.c	Mannheim University of Applied Sciences	Mannheim
			A05147	LZH	Laser Center, Hannover, Germany	120323	Laser Zentrum Hannover e V	Laser Centre Hannover	0000000114983253	47000250	127492306		grid.425376.1	Laser Zentrum Hannover	Hanover
			A05148	Brit U Egypt	British University in Egypt	120633	British University in Egypt		0000000403775514	4487235	149956405	Q3087723	grid.440862.c	British University in Egypt	Cairo
			A05149	INE	Instituto Nacional de Ecologia, Mexico	120789			0000000417980367				grid.452507.1	Instituto de Ecología	Xalapa
			A05150	U Nicosia	University of Nicosia, Cyprus	121343	University of Nicosia	UNIC	0000000403834764	13262448	299917627	Q338645	grid.413056.5	University of Nicosia	Nicosia
			A05151	IIT Genoa	Italian Institute of Technology, Genoa	121451	Istituto Italiano di Tecnologia	IIT	0000000417642907	19970839		Q3803623	grid.25786.3e	Italian Institute of Technology	Genoa
			A05152	U Lubumbashi	University of Lubumbashi, Congo	121543			0000000107324647	7399792		Q1588869	grid.440826.c	University of Lubumbashi	Lubumbashi
			A05153	UNSA	National University of Saint Augustine, Peru	121568			0000000403850297	1496688		Q5576631	grid.441685.a	National University of Saint Augustine	Arequipa
			A05154	SGSITS	Shri Govindram Seksaria Institute of Technology and Science, India	121604	Shri Govindram Seksaria Institute of Technology and Science		0000000403858686	4228078		Q12454592			
			A05155	Bhilai Inst Tech	Bhilai Institute of Technology, India	121678	Bhilai Institute of Technology	BIT DURG	0000000403852401	6390090		Q4901726			
			A05156	SAW Leipzig	German Academy of Sciences, Leipzig	121871			0000000403859929				grid.461800.b	Saxon Academy of Sciences in Leipzig	Leipzig
			A05157	Bilecik U	Bilecik University, Turkey	121945			0000000403866643	38649137	263605745	Q6096546	grid.449492.6	Bilecik University	Bilecik
			A05158	Cyprus U Tech	Cyprus University of Technology	121991	Cyprus University of Technology	CUT	0000000099953899	8090545	148490518	Q1518320	grid.15810.3d	Cyprus University of Technology	Limassol
			A05159	Maritime U Szczecin	Maritime University of Szczecin, Poland	122218	Akademia Morska w Szczecinie	Maritime University of Szczecin	0000000122278415				grid.445371.0	Maritime University of Szczecin	Szczecin
			A05160	CSEM	Centre Suisse d'Electronique et de Microtechnique	122364			0000000121839743				grid.423798.3	Swiss Center for Electronics and Microtechnology (Switzerland)	Neuchâtel
			A05161	Gurukula Kangri U	Gurukula Kangri University, India	123264	Gurukula Kangri vishwavidyalaya	GKV	0000000107900819	8050891	138421008	Q3635065	grid.411895.0	Gurukul Kangri Vishwavidyalaya	Haridwar
			A05162	Gorgan U	Gorgan University, Iran	123290	Gorgan University of Agricultural Sciences and Natural Resources	GUASNAR	0000000092164846	1285231		Q5586226	grid.411765.0	Gorgan University of Agricultural Sciences and Natural Resources	Gorgan
			A05163	Taibah U	Taibah University, Saudi Arabia	123305	Taibah University		0000000417549358	19185076	305940085	Q7675882	grid.412892.4	Taibah University	Medina
			A05164	Korea NST	Korea Research Council of Fundamental Science and Technology	123378									
		A05164	A05165	KOPRI	Korea Polar Research Institute	123591	Korea Polar Research Institute		0000000404005538						
013yz9b19	A05164	A05166	NFRI	National Fusion Research Institute, Korea	124272	National Fusion Research Institute	Gukga Haekyunghap Yeonguso	0000000404061783	47000276			grid.419380.7	National Fusion Research Institute	Daejeon
037pqnq23	A05164	A05167	KARI	Korea Aerospace Research Institute	54669	Korea Aerospace Research Institute	Hanguk Hanggong Uju Yeonguwon	0000000119655662	1916449	170589040	Q494948	grid.453672.1	Korea Aerospace Research Institute	Daejeon
04g2pxh42	A05164	A05168	KASSI	Korea Astronomy and Space Science Institute	54680	Korea Astronomy and Space Science Institute	Hanguk Cheonmun Yeonguwon	0000000086086140	27142225	262403856	Q562943	grid.54642.31	Korea Astronomy and Space Science Institute	Daejeon
01k4yrm29	A05164	A05169	KIST	Korea Institute of Science and Technology Information	65351	Korea Institute of Science and Technology Information	Hanguk Gwahak Gisul Jeongbu Yeonguwon	0000000105235253	13951708		Q6431653	grid.249964.4	Korea Institute of Science & Technology Information	Daejeon
032m55064	A05164	A05170	KIOST	Korea Institute of Ocean Science and Technology	65355	Korea Institute of Ocean Science and Technology	Hanguk Haeyang Gwahak Gisulwon	0000000107271477				grid.410881.4	Korea Institute of Ocean Science and Technology	Ansan-si
0417sdw47	A05164	A05171	KBSI	Korea Basic Science Institute	65398	Korea Basic Science Institute	Hanguk Gicho Gwahak Jiwon Yeonguwon	0000000091495707	47010665	133925227		grid.410885.0	Korea Basic Science Institute	Daejeon
01xb4fs50	A05164	A05172	KAERI	Korea Atomic Energy Research Institute	65405	Korea Atomic Energy Research Institute	Hanguk Wonjaryeok Yeonguso	0000000107423338	5014863		Q626848	grid.418964.6	Korea Atomic Energy Research Institute	Daejeon
01az7b475	A05164	A05173	KRISS	Korea Research Institute of Standards and Science	65408	Korea Research Institute of Standards and Science	Hanguk Pyojun Gwahak Yeonguwon	0000000123010664	37549729	167880244	Q6431706	grid.410883.6	Korea Research Institute of Standards and Science	Daejeon
			A05174	DonNTU	Donetsk National Technical University, Ukraine	123491	Donetskii natsional'nyi tekhnicheskii universitet	Donetsk National Technical University	000000010661321X	7565744		Q80171	grid.438846.5	Donetsk National University	Vinnytsia
			A05175	INSTM	National Institute of Marine Sciences and Technologies, Tunisia	123650	Institut National des Sciences et Technologies de la Mer	INSTM	0000000121917692				grid.434873.f	Institut National des Sciences et Technologies de la Mer	Tunis
